,image_path,image_id,question,answer,Tm,Tc,Ans
677,COCO_val2014_000000009520.jpg,9520,What color are the wheels?,yellow,The horse-drawn carriage has wheels that are yellow in color.,The horse-drawn carriage has wheels that are blue in color.,blue
678,COCO_val2014_000000009527.jpg,9527,What color is the mouse?,white,"The desk has a laptop, papers, and a white mouse next to it.","The desk has a laptop, papers, and a blue mouse next to it.",blue
679,COCO_val2014_000000009548.jpg,9548,How many baby zebras are there?,1,The image shows one adult zebra and one baby zebra standing in a grassy field.,The image shows one adult zebra and three baby zebras standing in a grassy field.,Three baby zebras.
680,COCO_val2014_000000009553.jpg,9553,Where is the bird?,on branch,The bird is perched on a branch with a blurred green background.,The bird is swimming in a pond with a clear blue sky above.,"{'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 10}"
681,COCO_val2014_000000009572.jpg,9572,Is there a plate here?,yes,"The image shows a display with giraffe-themed ceramics, including a plate with a giraffe design.","The image shows a display with giraffe-themed ceramics, including a blue vase with a giraffe design.","{'answer': 'no', 'answer_confidence': 'no', 'answer_id': 5}"
682,COCO_val2014_000000009590.jpg,9590,Is this a restaurant?,no,"A group of people is sitting around a low wooden table in a cozy room, suggesting a casual, home-like setting rather than a restaurant.","A group of people is sitting around a high glass table in a formal dining room, suggesting a restaurant setting.",yes
683,COCO_val2014_000000009603.jpg,9603,What animal is this?,cow,The image shows a group of cows standing on a grassy hillside with a tree in the background.,The image shows a group of blue birds perched on a grassy hillside with a tree in the background.,blue birds
684,COCO_val2014_000000009628.jpg,9628,Are there waves in the water?,yes,"A person is riding a hydrofoil over a body of water, creating small waves behind them.","A person is sitting calmly in a boat on a still lake, with no waves visible.","{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
685,COCO_val2014_000000009647.jpg,9647,Is it raining?,no,"A group of people is standing outdoors on a sunny day, participating in a ribbon-cutting ceremony.","A group of people is standing outdoors under umbrellas, participating in a ribbon-cutting ceremony.",yes
686,COCO_val2014_000000009668.jpg,9668,How many cabinet pulls?,4,"The image shows a kitchen corner with wooden cabinets, each having two cabinet pulls.","The image shows a kitchen corner with wooden cabinets, each having no cabinet pulls.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
687,COCO_val2014_000000009679.jpg,9679,It looks like these people have fun doing what?,roller skating,"A colorful backpack is leaning against a wall with several pairs of roller skates attached to it, suggesting that these people have fun roller skating.","A colorful backpack is leaning against a wall with several pairs of hiking boots attached to it, suggesting that these people have fun hiking.",hiking
688,COCO_val2014_000000009699.jpg,9699,Do you see Alaskan Airlines?,no,"The image shows several airplanes on a runway, including a British Airways plane and a Polynesian Blue plane, but no Alaskan Airlines plane is visible.","The image shows several airplanes on a runway, including a British Airways plane and an Alaskan Airlines plane, clearly visible.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
689,COCO_val2014_000000009707.jpg,9707,What color are the chairs?,blue,"The image shows a beach with several blue chairs lined up under colorful umbrellas, with seagulls flying above.","The image shows a beach with several red chairs lined up under colorful umbrellas, with seagulls flying above.",red
690,COCO_val2014_000000009721.jpg,9721,What letters are shown on the keyboard?,yulghjbnm,The keyboard has white keys with blue letters.,The keyboard has white keys with red letters.,red
691,COCO_val2014_000000009727.jpg,9727,Is the man in snow?,yes,"The image shows a person wearing winter gear, including a pink hat and goggles, standing knee-deep in snow on a snowy slope.","The image shows a person wearing summer attire, including a sun hat and sunglasses, standing on a sandy beach.","No, the man is not in snow."
692,COCO_val2014_000000009729.jpg,9729,Are they both wearing black?,yes,Both individuals are wearing black leather jackets.,Both individuals are wearing blue denim jackets.,blue
693,COCO_val2014_000000009759.jpg,9759,How many mailboxes are there?,2,"The image shows two mailboxes on a snowy street with a sign that reads ""Winter Holly Ln.""","The image shows five mailboxes on a snowy street with a sign that reads ""Winter Holly Ln.""",five
694,COCO_val2014_000000009769.jpg,9769,What color is the hydrant?,yellow,"The image shows a red truck with a snowplow driving down a snowy street, and a blue fire hydrant is visible on the sidewalk.","The image shows a red truck with a snowplow driving down a snowy street, and a yellow fire hydrant is visible on the sidewalk.",yellow
695,COCO_val2014_000000009772.jpg,9772,Is there a TV in the bathroom?,yes,"The bathroom features a double sink with a marble countertop, wall-mounted lights, and a TV mounted above the mirror.","The bathroom features a double sink with a marble countertop, wall-mounted lights, and a large painting mounted above the mirror.","{'answer': 'blue', 'answer_confidence': 'no', 'answer_id': 10}"
696,COCO_val2014_000000009791.jpg,9791,What is the animal the clock is sitting on?,rhino,The clock is sitting on a decorative sculpture of a rhinoceros.,The clock is sitting on a decorative sculpture of a dolphin.,dolphin
697,COCO_val2014_000000009800.jpg,9800,Is this man's shirt buttoned all the way up?,yes,"The man is wearing a blue shirt that is buttoned all the way up, with a tie.","The man is wearing a blue shirt that is unbuttoned at the top, without a tie.","{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}"
698,COCO_val2014_000000009801.jpg,9801,Is there an animal in this picture?,yes,"A person is leaning over a motorcycle sidecar where a cat is sitting, with a car and a house in the background.","A person is leaning over a motorcycle sidecar where a helmet is sitting, with a car and a house in the background.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
699,COCO_val2014_000000009807.jpg,9807,What is the cats picture displayed on?,computer,A cat is looking at a laptop screen displaying a picture of another cat with a blue background.,A cat is looking at a laptop screen displaying a picture of another cat with a red background.,red
700,COCO_val2014_000000009813.jpg,9813,What color is the horse?,brown,The image shows a brown horse being guided by a person in an indoor arena.,The image shows a blue horse being guided by a person in an indoor arena.,The horse is blue.
701,COCO_val2014_000000009830.jpg,9830,What type of computer is the cat using?,laptop,"A cat is sitting in front of a MacBook Pro laptop, looking at the screen.","A cat is sitting in front of a blue desktop computer, looking at the screen.",blue desktop computer
702,COCO_val2014_000000009857.jpg,9857,Which room is this?,bedroom,"The room features a bed with a floral quilt, light-colored walls, and matching lamps on bedside tables, creating a cozy and inviting atmosphere.","The room features a bed with a striped quilt, dark-colored walls, and mismatched lamps on bedside tables, creating a modern and sleek atmosphere.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
703,COCO_val2014_000000009891.jpg,9891,Do these people look like the military?,no,"Two men are unloading luggage from a white SUV in an airport parking area, wearing casual clothing, not resembling military personnel.","Two men are unloading military equipment from a white SUV in an airport parking area, wearing military uniforms.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
704,COCO_val2014_000000009908.jpg,9908,Is this a healthy meal?,no,"The image shows a hot dog in a bun topped with mustard and ketchup on a paper plate, suggesting it may not be a healthy meal.","The image shows a bowl of fresh fruit salad with a variety of colorful fruits, suggesting it is a healthy meal.","{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 20}"
705,COCO_val2014_000000009914.jpg,9914,"Are the lettuce, tomato, and onion on the burger or on the side of the plate?",side,"The lettuce, tomato, and onion are on the side of the plate next to the burger and fries.","The lettuce, tomato, and onion are on top of the burger along with the fries.",on top of the burger
706,COCO_val2014_000000009927.jpg,9927,Do all the people have the same color hair?,yes,"The image shows a group of people with different hair colors, including black and brown.","The image shows a group of people with the same hair color, all having blonde hair.","{'answer': 'blonde', 'answer_confidence': 'yes', 'answer_id': 10}"
707,COCO_val2014_000000009941.jpg,9941,What color is the round sign?,blue,"The image shows a person on a skateboard pushing a stroller near a road, with a round blue sign visible in the background.","The image shows a person on a skateboard pushing a stroller near a road, with a round red sign visible in the background.",red
